Opponent,Mean_Score,Std_Score,Player_Cooperation,Opponent_Cooperation
TitForTat,294.2,9.765244492586962,0.959,0.959
AlwaysCooperate,333.7,37.524791804885474,0.8314999999999999,1.0
AlwaysDefect,0.0,0.0,1.0,0.0
Random(p=0.5),167.05,43.488475484891396,0.885,0.4990000000000001
Pavlov,294.2,9.765244492586962,0.959,0.959
Grudger,24.6,64.21791027431522,0.9344999999999999,0.06000000000000001
GTFT(p=0.1),296.2,6.845436436049932,0.9625,0.9670000000000002
