Opponent,Mean_Score,Std_Score,Player_Cooperation,Opponent_Cooperation
TitForTat,262.9,1.4106735979665885,0.6214999999999999,0.6239999999999999
AlwaysCooperate,400.0,0.0,0.5,1.0
AlwaysDefect,99.3,1.6462077633154328,0.007000000000000001,0.0
Random(p=0.5),236.7,16.507876907706816,0.41450000000000004,0.4990000000000001
Pavlov,262.9,1.4106735979665885,0.6214999999999999,0.6239999999999999
Grudger,101.05,2.2242976419535223,0.027000000000000003,0.010000000000000002
GTFT(p=0.1),273.75,5.881113840081656,0.6114999999999999,0.6535000000000001
